author,top_emotions,top_emotions_pct,strong_emotions,moderate_emotions,weak_emotions,top_emotions_labeled
Lerge-ish,"[""approval"", ""admiration"", ""caring""]","[41.67, 25.0, 20.83]",[],"[""approval"", ""admiration""]","[""caring""]","[""approval (moderata: 41.67%)"", ""admiration (moderata: 25.00%)"", ""caring (debole: 20.83%)""]"
LettersFromTheSky,"[""approval"", ""disapproval"", ""disappointment""]","[31.58, 26.32, 15.79]",[],"[""approval"", ""disapproval""]","[""disappointment""]","[""approval (moderata: 31.58%)"", ""disapproval (moderata: 26.32%)"", ""disappointment (debole: 15.79%)""]"
LifeSmash,"[""approval"", ""disapproval"", ""curiosity""]","[36.36, 22.73, 22.73]",[],"[""approval""]","[""disapproval"", ""curiosity""]","[""approval (moderata: 36.36%)"", ""disapproval (debole: 22.73%)"", ""curiosity (debole: 22.73%)""]"
Lifeisfallingapart,"[""annoyance"", ""approval"", ""disgust""]","[32.0, 32.0, 20.0]",[],"[""annoyance"", ""approval""]","[""disgust""]","[""annoyance (moderata: 32.00%)"", ""approval (moderata: 32.00%)"", ""disgust (debole: 20.00%)""]"
LightNessITA,"[""annoyance"", ""curiosity"", ""approval""]","[24.0, 20.0, 16.0]",[],[],"[""annoyance"", ""curiosity"", ""approval""]","[""annoyance (debole: 24.00%)"", ""curiosity (debole: 20.00%)"", ""approval (debole: 16.00%)""]"
Lindethiel,"[""annoyance"", ""disapproval"", ""admiration""]","[25.93, 22.22, 18.52]",[],"[""annoyance""]","[""disapproval"", ""admiration""]","[""annoyance (moderata: 25.93%)"", ""disapproval (debole: 22.22%)"", ""admiration (debole: 18.52%)""]"
LittleTinGod,"[""disgust"", ""admiration"", ""love""]","[28.0, 24.0, 24.0]",[],"[""disgust""]","[""admiration"", ""love""]","[""disgust (moderata: 28.00%)"", ""admiration (debole: 24.00%)"", ""love (debole: 24.00%)""]"
Lorpo314,"[""approval"", ""desire"", ""curiosity""]","[55.17, 34.48, 31.03]","[""approval""]","[""desire"", ""curiosity""]",[],"[""approval (forte: 55.17%)"", ""desire (moderata: 34.48%)"", ""curiosity (moderata: 31.03%)""]"
Love_Em,"[""curiosity"", ""approval"", ""anger""]","[26.92, 23.08, 19.23]",[],"[""curiosity""]","[""approval"", ""anger""]","[""curiosity (moderata: 26.92%)"", ""approval (debole: 23.08%)"", ""anger (debole: 19.23%)""]"
Lowego408,"[""gratitude"", ""love"", ""admiration""]","[50.0, 17.86, 17.86]","[""gratitude""]",[],"[""love"", ""admiration""]","[""gratitude (forte: 50.00%)"", ""love (debole: 17.86%)"", ""admiration (debole: 17.86%)""]"
LukePhaneuf,"[""approval"", ""realization"", ""annoyance""]","[28.0, 20.0, 16.0]",[],"[""approval""]","[""realization"", ""annoyance""]","[""approval (moderata: 28.00%)"", ""realization (debole: 20.00%)"", ""annoyance (debole: 16.00%)""]"
Lwhoop,"[""curiosity"", ""annoyance"", ""love""]","[26.09, 21.74, 17.39]",[],"[""curiosity""]","[""annoyance"", ""love""]","[""curiosity (moderata: 26.09%)"", ""annoyance (debole: 21.74%)"", ""love (debole: 17.39%)""]"
Lyley,"[""approval"", ""curiosity"", ""annoyance""]","[36.0, 20.0, 16.0]",[],"[""approval""]","[""curiosity"", ""annoyance""]","[""approval (moderata: 36.00%)"", ""curiosity (debole: 20.00%)"", ""annoyance (debole: 16.00%)""]"
M4ngogh,"[""approval"", ""admiration"", ""disappointment""]","[28.57, 14.29, 14.29]",[],"[""approval""]","[""admiration"", ""disappointment""]","[""approval (moderata: 28.57%)"", ""admiration (debole: 14.29%)"", ""disappointment (debole: 14.29%)""]"
MABfan11,"[""curiosity"", ""approval"", ""disapproval""]","[29.17, 25.0, 16.67]",[],"[""curiosity"", ""approval""]","[""disapproval""]","[""curiosity (moderata: 29.17%)"", ""approval (moderata: 25.00%)"", ""disapproval (debole: 16.67%)""]"
MC_Keever,"[""approval"", ""disapproval"", ""annoyance""]","[23.08, 23.08, 19.23]",[],[],"[""approval"", ""disapproval"", ""annoyance""]","[""approval (debole: 23.08%)"", ""disapproval (debole: 23.08%)"", ""annoyance (debole: 19.23%)""]"
MDMA_Throw_Away,"[""admiration"", ""confusion"", ""fear""]","[20.0, 16.0, 16.0]",[],[],"[""admiration"", ""confusion"", ""fear""]","[""admiration (debole: 20.00%)"", ""confusion (debole: 16.00%)"", ""fear (debole: 16.00%)""]"
MTFD,"[""annoyance"", ""curiosity"", ""surprise""]","[43.48, 34.78, 17.39]",[],"[""annoyance"", ""curiosity""]","[""surprise""]","[""annoyance (moderata: 43.48%)"", ""curiosity (moderata: 34.78%)"", ""surprise (debole: 17.39%)""]"
Maedhros,"[""approval"", ""disgust"", ""annoyance""]","[38.46, 34.62, 23.08]",[],"[""approval"", ""disgust""]","[""annoyance""]","[""approval (moderata: 38.46%)"", ""disgust (moderata: 34.62%)"", ""annoyance (debole: 23.08%)""]"
Magniras,"[""approval"", ""curiosity"", ""annoyance""]","[33.33, 20.83, 16.67]",[],"[""approval""]","[""curiosity"", ""annoyance""]","[""approval (moderata: 33.33%)"", ""curiosity (debole: 20.83%)"", ""annoyance (debole: 16.67%)""]"
Magnuax,"[""admiration"", ""curiosity"", ""approval""]","[28.0, 24.0, 16.0]",[],"[""admiration""]","[""curiosity"", ""approval""]","[""admiration (moderata: 28.00%)"", ""curiosity (debole: 24.00%)"", ""approval (debole: 16.00%)""]"
Mamimisamejimamimi,"[""love"", ""disgust"", ""annoyance""]","[24.0, 24.0, 24.0]",[],[],"[""love"", ""disgust"", ""annoyance""]","[""love (debole: 24.00%)"", ""disgust (debole: 24.00%)"", ""annoyance (debole: 24.00%)""]"
Mangeto,"[""curiosity"", ""approval"", ""annoyance""]","[29.17, 25.0, 25.0]",[],"[""curiosity"", ""approval"", ""annoyance""]",[],"[""curiosity (moderata: 29.17%)"", ""approval (moderata: 25.00%)"", ""annoyance (moderata: 25.00%)""]"
Maniacsurvivor,"[""approval"", ""amusement"", ""curiosity""]","[34.62, 23.08, 15.38]",[],"[""approval""]","[""amusement"", ""curiosity""]","[""approval (moderata: 34.62%)"", ""amusement (debole: 23.08%)"", ""curiosity (debole: 15.38%)""]"
Marina_Oswald,"[""approval"", ""curiosity"", ""anger""]","[26.92, 23.08, 19.23]",[],"[""approval""]","[""curiosity"", ""anger""]","[""approval (moderata: 26.92%)"", ""curiosity (debole: 23.08%)"", ""anger (debole: 19.23%)""]"
MatthewIcicle,"[""approval"", ""admiration"", ""curiosity""]","[33.33, 27.78, 22.22]",[],"[""approval"", ""admiration""]","[""curiosity""]","[""approval (moderata: 33.33%)"", ""admiration (moderata: 27.78%)"", ""curiosity (debole: 22.22%)""]"
Maven_Politic,"[""annoyance"", ""approval"", ""curiosity""]","[30.77, 26.92, 23.08]",[],"[""annoyance"", ""approval""]","[""curiosity""]","[""annoyance (moderata: 30.77%)"", ""approval (moderata: 26.92%)"", ""curiosity (debole: 23.08%)""]"
McCackle,"[""disapproval"", ""annoyance"", ""approval""]","[33.33, 25.93, 25.93]",[],"[""disapproval"", ""annoyance"", ""approval""]",[],"[""disapproval (moderata: 33.33%)"", ""annoyance (moderata: 25.93%)"", ""approval (moderata: 25.93%)""]"
MeScamp,"[""approval"", ""admiration"", ""disappointment""]","[31.03, 24.14, 17.24]",[],"[""approval""]","[""admiration"", ""disappointment""]","[""approval (moderata: 31.03%)"", ""admiration (debole: 24.14%)"", ""disappointment (debole: 17.24%)""]"
MedDog,"[""approval"", ""disapproval"", ""annoyance""]","[32.14, 32.14, 25.0]",[],"[""approval"", ""disapproval"", ""annoyance""]",[],"[""approval (moderata: 32.14%)"", ""disapproval (moderata: 32.14%)"", ""annoyance (moderata: 25.00%)""]"
MetricExpansion,"[""disgust"", ""fear"", ""approval""]","[56.67, 40.0, 36.67]","[""disgust""]","[""fear"", ""approval""]",[],"[""disgust (forte: 56.67%)"", ""fear (moderata: 40.00%)"", ""approval (moderata: 36.67%)""]"
MichaelKeaton,"[""admiration"", ""approval"", ""confusion""]","[33.33, 22.22, 22.22]",[],"[""admiration""]","[""approval"", ""confusion""]","[""admiration (moderata: 33.33%)"", ""approval (debole: 22.22%)"", ""confusion (debole: 22.22%)""]"
Mikkjal,"[""admiration"", ""approval"", ""disgust""]","[36.0, 32.0, 24.0]",[],"[""admiration"", ""approval""]","[""disgust""]","[""admiration (moderata: 36.00%)"", ""approval (moderata: 32.00%)"", ""disgust (debole: 24.00%)""]"
Miserable_Sea,"[""approval"", ""curiosity"", ""joy""]","[25.93, 18.52, 18.52]",[],"[""approval""]","[""curiosity"", ""joy""]","[""approval (moderata: 25.93%)"", ""curiosity (debole: 18.52%)"", ""joy (debole: 18.52%)""]"
MissLoxxx,"[""approval"", ""curiosity"", ""admiration""]","[36.0, 24.0, 20.0]",[],"[""approval""]","[""curiosity"", ""admiration""]","[""approval (moderata: 36.00%)"", ""curiosity (debole: 24.00%)"", ""admiration (debole: 20.00%)""]"
MonsieurA,"[""curiosity"", ""approval"", ""disapproval""]","[42.11, 42.11, 21.05]",[],"[""curiosity"", ""approval""]","[""disapproval""]","[""curiosity (moderata: 42.11%)"", ""approval (moderata: 42.11%)"", ""disapproval (debole: 21.05%)""]"
MontyPiethon,"[""curiosity"", ""excitement"", ""caring""]","[33.33, 16.67, 12.5]",[],"[""curiosity""]","[""excitement"", ""caring""]","[""curiosity (moderata: 33.33%)"", ""excitement (debole: 16.67%)"", ""caring (debole: 12.50%)""]"
MooMooCakes,"[""approval"", ""realization"", ""sadness""]","[26.09, 17.39, 17.39]",[],"[""approval""]","[""realization"", ""sadness""]","[""approval (moderata: 26.09%)"", ""realization (debole: 17.39%)"", ""sadness (debole: 17.39%)""]"
MoonP0P,"[""approval"", ""gratitude"", ""curiosity""]","[25.93, 25.93, 18.52]",[],"[""approval"", ""gratitude""]","[""curiosity""]","[""approval (moderata: 25.93%)"", ""gratitude (moderata: 25.93%)"", ""curiosity (debole: 18.52%)""]"
Moprollems,"[""disgust"", ""annoyance"", ""love""]","[46.43, 39.29, 32.14]",[],"[""disgust"", ""annoyance"", ""love""]",[],"[""disgust (moderata: 46.43%)"", ""annoyance (moderata: 39.29%)"", ""love (moderata: 32.14%)""]"
MovingClocks,"[""curiosity"", ""approval"", ""admiration""]","[25.0, 25.0, 16.67]",[],"[""curiosity"", ""approval""]","[""admiration""]","[""curiosity (moderata: 25.00%)"", ""approval (moderata: 25.00%)"", ""admiration (debole: 16.67%)""]"
Mr-Kabuki,"[""admiration"", ""approval"", ""curiosity""]","[57.69, 19.23, 15.38]","[""admiration""]",[],"[""approval"", ""curiosity""]","[""admiration (forte: 57.69%)"", ""approval (debole: 19.23%)"", ""curiosity (debole: 15.38%)""]"
MrDuderino,"[""approval"", ""annoyance"", ""admiration""]","[30.77, 19.23, 15.38]",[],"[""approval""]","[""annoyance"", ""admiration""]","[""approval (moderata: 30.77%)"", ""annoyance (debole: 19.23%)"", ""admiration (debole: 15.38%)""]"
MrEugeneKrab,"[""approval"", ""curiosity"", ""disapproval""]","[36.0, 20.0, 20.0]",[],"[""approval""]","[""curiosity"", ""disapproval""]","[""approval (moderata: 36.00%)"", ""curiosity (debole: 20.00%)"", ""disapproval (debole: 20.00%)""]"
MrMoodle,"[""gratitude"", ""curiosity"", ""amusement""]","[23.33, 20.0, 16.67]",[],[],"[""gratitude"", ""curiosity"", ""amusement""]","[""gratitude (debole: 23.33%)"", ""curiosity (debole: 20.00%)"", ""amusement (debole: 16.67%)""]"
MrRussian123,"[""disapproval"", ""annoyance"", ""approval""]","[36.0, 24.0, 20.0]",[],"[""disapproval""]","[""annoyance"", ""approval""]","[""disapproval (moderata: 36.00%)"", ""annoyance (debole: 24.00%)"", ""approval (debole: 20.00%)""]"
Mr_IamNotGandalf,"[""approval"", ""curiosity"", ""admiration""]","[40.0, 20.0, 16.67]",[],"[""approval""]","[""curiosity"", ""admiration""]","[""approval (moderata: 40.00%)"", ""curiosity (debole: 20.00%)"", ""admiration (debole: 16.67%)""]"
MuhStacks,"[""approval"", ""love"", ""disgust""]","[25.0, 16.67, 12.5]",[],"[""approval""]","[""love"", ""disgust""]","[""approval (moderata: 25.00%)"", ""love (debole: 16.67%)"", ""disgust (debole: 12.50%)""]"
MurrayConfederacy,"[""curiosity"", ""admiration"", ""approval""]","[20.83, 16.67, 16.67]",[],[],"[""curiosity"", ""admiration"", ""approval""]","[""curiosity (debole: 20.83%)"", ""admiration (debole: 16.67%)"", ""approval (debole: 16.67%)""]"
Muumi-LvsB,"[""approval"", ""annoyance"", ""love""]","[28.0, 24.0, 24.0]",[],"[""approval""]","[""annoyance"", ""love""]","[""approval (moderata: 28.00%)"", ""annoyance (debole: 24.00%)"", ""love (debole: 24.00%)""]"
Narcius,"[""curiosity"", ""confusion"", ""disappointment""]","[30.43, 21.74, 13.04]",[],"[""curiosity""]","[""confusion"", ""disappointment""]","[""curiosity (moderata: 30.43%)"", ""confusion (debole: 21.74%)"", ""disappointment (debole: 13.04%)""]"
Nausved,"[""annoyance"", ""fear"", ""disgust""]","[50.0, 42.86, 35.71]","[""annoyance""]","[""fear"", ""disgust""]",[],"[""annoyance (forte: 50.00%)"", ""fear (moderata: 42.86%)"", ""disgust (moderata: 35.71%)""]"
Nematophyton,"[""approval"", ""disapproval"", ""admiration""]","[30.43, 30.43, 17.39]",[],"[""approval"", ""disapproval""]","[""admiration""]","[""approval (moderata: 30.43%)"", ""disapproval (moderata: 30.43%)"", ""admiration (debole: 17.39%)""]"
Nerfworthy,"[""approval"", ""gratitude"", ""sadness""]","[29.63, 18.52, 14.81]",[],"[""approval""]","[""gratitude"", ""sadness""]","[""approval (moderata: 29.63%)"", ""gratitude (debole: 18.52%)"", ""sadness (debole: 14.81%)""]"
NeutralGoodINTP,"[""gratitude"", ""approval"", ""curiosity""]","[40.74, 14.81, 11.11]",[],"[""gratitude""]","[""approval"", ""curiosity""]","[""gratitude (moderata: 40.74%)"", ""approval (debole: 14.81%)"", ""curiosity (debole: 11.11%)""]"
Newt113,"[""approval"", ""curiosity"", ""disapproval""]","[29.17, 16.67, 16.67]",[],"[""approval""]","[""curiosity"", ""disapproval""]","[""approval (moderata: 29.17%)"", ""curiosity (debole: 16.67%)"", ""disapproval (debole: 16.67%)""]"
Nichotal,"[""approval"", ""annoyance"", ""disapproval""]","[34.78, 21.74, 21.74]",[],"[""approval""]","[""annoyance"", ""disapproval""]","[""approval (moderata: 34.78%)"", ""annoyance (debole: 21.74%)"", ""disapproval (debole: 21.74%)""]"
NightlyY2Kdelight,"[""curiosity"", ""admiration"", ""approval""]","[48.15, 33.33, 29.63]",[],"[""curiosity"", ""admiration"", ""approval""]",[],"[""curiosity (moderata: 48.15%)"", ""admiration (moderata: 33.33%)"", ""approval (moderata: 29.63%)""]"
Nightmareish,"[""approval"", ""admiration"", ""curiosity""]","[44.0, 16.0, 16.0]",[],"[""approval""]","[""admiration"", ""curiosity""]","[""approval (moderata: 44.00%)"", ""admiration (debole: 16.00%)"", ""curiosity (debole: 16.00%)""]"
Ninauposkitzipxpe,"[""annoyance"", ""curiosity"", ""approval""]","[40.91, 18.18, 18.18]",[],"[""annoyance""]","[""curiosity"", ""approval""]","[""annoyance (moderata: 40.91%)"", ""curiosity (debole: 18.18%)"", ""approval (debole: 18.18%)""]"
Nithaniel,"[""annoyance"", ""approval"", ""disapproval""]","[25.93, 18.52, 11.11]",[],"[""annoyance""]","[""approval"", ""disapproval""]","[""annoyance (moderata: 25.93%)"", ""approval (debole: 18.52%)"", ""disapproval (debole: 11.11%)""]"
NoPyroNoParty,"[""approval"", ""disapproval"", ""admiration""]","[38.46, 19.23, 15.38]",[],"[""approval""]","[""disapproval"", ""admiration""]","[""approval (moderata: 38.46%)"", ""disapproval (debole: 19.23%)"", ""admiration (debole: 15.38%)""]"
NoctisIgnem,"[""curiosity"", ""approval"", ""realization""]","[31.82, 22.73, 18.18]",[],"[""curiosity""]","[""approval"", ""realization""]","[""curiosity (moderata: 31.82%)"", ""approval (debole: 22.73%)"", ""realization (debole: 18.18%)""]"
Nosiege,"[""curiosity"", ""annoyance"", ""approval""]","[29.63, 22.22, 14.81]",[],"[""curiosity""]","[""annoyance"", ""approval""]","[""curiosity (moderata: 29.63%)"", ""annoyance (debole: 22.22%)"", ""approval (debole: 14.81%)""]"
NotAFishYouCanCatch,"[""approval"", ""annoyance"", ""admiration""]","[30.77, 23.08, 15.38]",[],"[""approval""]","[""annoyance"", ""admiration""]","[""approval (moderata: 30.77%)"", ""annoyance (debole: 23.08%)"", ""admiration (debole: 15.38%)""]"
NotAVisualThinker,"[""disgust"", ""approval"", ""annoyance""]","[28.57, 21.43, 21.43]",[],"[""disgust""]","[""approval"", ""annoyance""]","[""disgust (moderata: 28.57%)"", ""approval (debole: 21.43%)"", ""annoyance (debole: 21.43%)""]"
NotSoSlenderMan,"[""approval"", ""annoyance"", ""excitement""]","[25.93, 18.52, 14.81]",[],"[""approval""]","[""annoyance"", ""excitement""]","[""approval (moderata: 25.93%)"", ""annoyance (debole: 18.52%)"", ""excitement (debole: 14.81%)""]"
Nova11,"[""gratitude"", ""joy"", ""approval""]","[26.92, 19.23, 19.23]",[],"[""gratitude""]","[""joy"", ""approval""]","[""gratitude (moderata: 26.92%)"", ""joy (debole: 19.23%)"", ""approval (debole: 19.23%)""]"
NowYouMustClimbAlone,"[""approval"", ""caring"", ""curiosity""]","[37.5, 25.0, 25.0]",[],"[""approval"", ""caring"", ""curiosity""]",[],"[""approval (moderata: 37.50%)"", ""caring (moderata: 25.00%)"", ""curiosity (moderata: 25.00%)""]"
Nuetella,"[""approval"", ""curiosity"", ""gratitude""]","[25.0, 20.83, 20.83]",[],"[""approval""]","[""curiosity"", ""gratitude""]","[""approval (moderata: 25.00%)"", ""curiosity (debole: 20.83%)"", ""gratitude (debole: 20.83%)""]"
NukishPhilosophy,"[""approval"", ""annoyance"", ""gratitude""]","[25.0, 21.43, 21.43]",[],"[""approval""]","[""annoyance"", ""gratitude""]","[""approval (moderata: 25.00%)"", ""annoyance (debole: 21.43%)"", ""gratitude (debole: 21.43%)""]"
OKELEUK,"[""approval"", ""curiosity"", ""disapproval""]","[36.84, 26.32, 21.05]",[],"[""approval"", ""curiosity""]","[""disapproval""]","[""approval (moderata: 36.84%)"", ""curiosity (moderata: 26.32%)"", ""disapproval (debole: 21.05%)""]"
ObeyRed,"[""disgust"", ""approval"", ""admiration""]","[40.0, 24.0, 16.0]",[],"[""disgust""]","[""approval"", ""admiration""]","[""disgust (moderata: 40.00%)"", ""approval (debole: 24.00%)"", ""admiration (debole: 16.00%)""]"
OctogenarianSandwich,"[""approval"", ""disapproval"", ""annoyance""]","[37.04, 37.04, 22.22]",[],"[""approval"", ""disapproval""]","[""annoyance""]","[""approval (moderata: 37.04%)"", ""disapproval (moderata: 37.04%)"", ""annoyance (debole: 22.22%)""]"
OisinDebard,"[""annoyance"", ""curiosity"", ""disapproval""]","[26.92, 23.08, 19.23]",[],"[""annoyance""]","[""curiosity"", ""disapproval""]","[""annoyance (moderata: 26.92%)"", ""curiosity (debole: 23.08%)"", ""disapproval (debole: 19.23%)""]"
OneBluePixel,"[""disapproval"", ""annoyance"", ""disgust""]","[46.15, 26.92, 19.23]",[],"[""disapproval"", ""annoyance""]","[""disgust""]","[""disapproval (moderata: 46.15%)"", ""annoyance (moderata: 26.92%)"", ""disgust (debole: 19.23%)""]"
Onslaught_Fei,"[""approval"", ""disapproval"", ""love""]","[40.74, 33.33, 18.52]",[],"[""approval"", ""disapproval""]","[""love""]","[""approval (moderata: 40.74%)"", ""disapproval (moderata: 33.33%)"", ""love (debole: 18.52%)""]"
OoglieBooglie93,"[""approval"", ""annoyance"", ""disapproval""]","[33.33, 22.22, 18.52]",[],"[""approval""]","[""annoyance"", ""disapproval""]","[""approval (moderata: 33.33%)"", ""annoyance (debole: 22.22%)"", ""disapproval (debole: 18.52%)""]"
OrangeCatapult20,"[""curiosity"", ""confusion"", ""approval""]","[54.55, 27.27, 18.18]","[""curiosity""]","[""confusion""]","[""approval""]","[""curiosity (forte: 54.55%)"", ""confusion (moderata: 27.27%)"", ""approval (debole: 18.18%)""]"
OrphanCripplerz,"[""curiosity"", ""approval"", ""annoyance""]","[37.5, 25.0, 18.75]",[],"[""curiosity"", ""approval""]","[""annoyance""]","[""curiosity (moderata: 37.50%)"", ""approval (moderata: 25.00%)"", ""annoyance (debole: 18.75%)""]"
Oxbridge,"[""annoyance"", ""disapproval"", ""curiosity""]","[26.32, 26.32, 26.32]",[],"[""annoyance"", ""disapproval"", ""curiosity""]",[],"[""annoyance (moderata: 26.32%)"", ""disapproval (moderata: 26.32%)"", ""curiosity (moderata: 26.32%)""]"
P3ltsi,"[""admiration"", ""approval"", ""curiosity""]","[30.43, 17.39, 17.39]",[],"[""admiration""]","[""approval"", ""curiosity""]","[""admiration (moderata: 30.43%)"", ""approval (debole: 17.39%)"", ""curiosity (debole: 17.39%)""]"
PM_ME_MY_JUNG_TYPE,"[""approval"", ""disapproval"", ""admiration""]","[33.33, 20.0, 13.33]",[],"[""approval""]","[""disapproval"", ""admiration""]","[""approval (moderata: 33.33%)"", ""disapproval (debole: 20.00%)"", ""admiration (debole: 13.33%)""]"
